,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Championship,2425,Millwall,Aaron Connolly,IRL,"MF,FW",24,2000,14,6,659,7.3,1,0,1,1,0,1,3,0,0.14,0.0,0.14,0.14,0.14
ENG-Championship,2425,Millwall,Aidomo Emakhu,IRL,MF,20,2003,25,6,696,7.7,0,2,2,0,0,0,3,1,0.0,0.26,0.26,0.0,0.26
ENG-Championship,2425,Millwall,Billy Mitchell,ENG,MF,24,2000,19,9,891,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Millwall,Calum Scanlon,ENG,MF,19,2005,4,3,167,1.9,1,0,1,1,0,0,0,0,0.54,0.0,0.54,0.54,0.54
ENG-Championship,2425,Millwall,Camiel Neghli,NED,MF,22,2001,4,2,193,2.1,1,0,1,1,0,0,0,0,0.47,0.0,0.47,0.47,0.47
ENG-Championship,2425,Millwall,Casper de Norre,BEL,MF,27,1997,46,44,3606,40.1,3,4,7,3,0,0,5,0,0.07,0.1,0.17,0.07,0.17
ENG-Championship,2425,Millwall,Dan McNamara,IRL,DF,25,1998,13,7,683,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Millwall,Daniel Kelly,SCO,MF,18,2005,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Millwall,Duncan Watmore,ENG,MF,30,1994,26,19,1578,17.5,5,1,6,5,0,0,0,0,0.29,0.06,0.34,0.29,0.34
ENG-Championship,2425,Millwall,Femi Azeez,NGA,MF,23,2001,34,21,1906,21.2,2,5,7,2,0,0,4,0,0.09,0.24,0.33,0.09,0.33
ENG-Championship,2425,Millwall,George Evans,ENG,GK,19,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Millwall,George Honeyman,ENG,MF,29,1994,40,28,2422,26.9,2,5,7,2,0,0,7,0,0.07,0.19,0.26,0.07,0.26
ENG-Championship,2425,Millwall,George Saville,NIR,MF,31,1993,45,36,3300,36.7,1,3,4,1,0,0,8,0,0.03,0.08,0.11,0.03,0.11
ENG-Championship,2425,Millwall,Jake Cooper,ENG,DF,29,1995,36,36,3195,35.5,3,1,4,3,0,0,4,0,0.08,0.03,0.11,0.08,0.11
ENG-Championship,2425,Millwall,Japhet Tanganga,ENG,DF,25,1999,40,40,3552,39.5,2,0,2,2,0,0,6,0,0.05,0.0,0.05,0.05,0.05
ENG-Championship,2425,Millwall,Joe Bryan,ENG,DF,30,1993,39,37,3275,36.4,1,1,2,1,0,0,8,0,0.03,0.03,0.05,0.03,0.05
